SMILES_acc,SMILES_don,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,EgCV_A,λ_A_absorption,EgA_opt,HOMO_D,LUMO_D,EgCV_D,λ_D_absorption,EgD_opt
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)cc3CC)sc2-4)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.9,5.87,49.8,2.64,-5.5,-3.59,1.91,680.0,1.82,-5.0,-2.9,2.1,650.0,1.91
CCN1C(=O)c2ccc3c4c(-c5ccccc5C)c5c6cccc7cccc(c5c(-c5ccccc5C)c4c4ccc(c2c34)C1=O)c76,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.96,5.21,47.0,2.37,-5.99,-3.84,2.47,730.0,1.7,-5.14,-3.14,2.0,650.0,1.91
CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nc(-c7ccccc7)c(-c7ccccc7)nc46)cc3C5(CC)CC)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)c1=O,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.75,12.87,66.0,6.37,-5.27,-3.63,1.64,780.0,1.59,-5.0,-3.1,1.9,650.0,1.91
CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nccnc46)cc3C5(CC)CC)c3nccnc23)c1=O,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.75,0.14,30.0,0.03,-5.3,-3.59,1.71,775.0,1.6,-5.0,-3.1,1.9,650.0,1.91
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nc(-c6ccccc6)c(-c6ccccc6)nc35)sc2-4)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.89,5.57,68.0,3.37,-5.38,-3.56,1.82,755.0,1.64,-5.0,-3.1,1.9,650.0,1.91
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.45,11.66,45.49,2.41,-5.65,-3.48,1.55,947.0,1.31,-5.0,-3.1,1.9,654.0,1.9
CCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.59,12.17,50.42,3.6,-5.55,-3.87,1.68,894.0,1.39,-5.0,-3.1,1.9,654.0,1.9
CCc1c(/C=c2/sc(=C(C#N)C#N)n(CC)c2=O)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=c7/sc(=C(C#N)C#N)n(CC)c7=O)sc6c5n(CC)c4c3n(CC)c21,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.81,10.29,61.44,5.11,-5.42,-3.71,1.71,726.0,1.71,-5.0,-3.1,1.9,654.0,1.9
CCOc1c(OCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.81,9.42,67.0,5.09,-5.61,-3.8,1.81,658.0,1.88,-5.14,-3.14,2.0,650.0,1.91
CCOc1c(OCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.88,6.44,48.0,2.74,-5.61,-3.8,1.81,658.0,1.88,-5.14,-3.14,2.0,650.0,1.91
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.94,8.56,66.0,5.31,-5.37,-3.61,1.76,700.0,1.77,-5.0,-3.1,1.9,623.0,1.99
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=S)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5/SC(=S)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,1.19,5.33,56.0,3.55,-5.41,-3.55,1.86,659.0,1.88,-5.0,-3.1,1.9,623.0,1.99
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(OC)c(OC)c(/C=C6\SC(=O)N(CC)C6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(OC)c(OC)c(/C=C5\SC(=O)N(CC)C5=O)c5nn(CC)nc35)sc2-4)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,1.34,1.65,47.0,1.04,-5.32,-3.23,2.09,605.0,2.05,-5.0,-3.1,1.9,623.0,1.99
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(C5=C/C(=c6/sc(=C(C#N)C#N)n(CC)c6=O)CCC5)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(C3C=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CC3)sc2-4)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.66,2.62,49.26,0.99,-5.34,-3.44,1.9,696.0,1.78,-5.0,-3.0,2.0,650.0,1.91
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)sc2-4)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.73,3.73,51.25,1.57,-5.44,-3.53,1.91,633.0,1.96,-5.0,-3.0,2.0,650.0,1.91
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)sc23)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.78,0.73,48.18,0.43,-5.32,-3.49,1.83,674.0,1.84,-5.0,-3.0,2.0,650.0,1.91
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(C6=C/C(=c7/sc(=C(C#N)C#N)n(CC)c7=O)CCC6)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(C4=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CCC4)sc23)cc1,CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC,0.82,5.61,55.06,2.86,-5.25,-3.38,1.87,713.0,1.74,-5.0,-3.0,2.0,650.0,1.91
C(=C1C(=C(C#N)C#N)c2c(C1=O)cccc2)c1cc2c(s1)c1c(C2(CCCCCC)CCCCCC)cc2c(c1)C(c1c2sc(c1)C=C1C(=C(C#N)C#N)c2c(C1=O)cccc2)(CCCCCC)CCCCCC,CCOc1ccc(-c2nc3cc(F)c(F)c(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c(F)c5F)s4)c3nc2-c2ccc(OCC)c(OCC)c2)cc1OCC,1.06,4.82,57.43,2.93,-5.7,-3.82,1.88,765.0,1.62,-5.68,-3.13,2.55,622.0,2.0
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCc1c(F)cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(F)c(CC)c(F)c9)c9oc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)c(F)c%15)c%15oc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(F)c(CC)c(F)c%15)c%14o%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(F)c(CC)c(F)c9)c8o7)s6)c6nn(CC)nc56)s4)oc3c(-c3cc(F)c(CC)c(F)c3)c3ccoc23)cc1F,0.8,22.61,70.28,12.71,-5.65,-4.1,1.55,910.0,1.36,-5.54,-3.61,1.93,636.0,1.95
CCCCCCc%15ccc([C@]%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\[C@@](c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCc1c(F)cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(F)c(CC)c(F)c9)c9oc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)c(F)c%15)c%15oc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(F)c(CC)c(F)c%15)c%14o%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(F)c(CC)c(F)c9)c8o7)s6)c6nn(CC)nc56)s4)oc3c(-c3cc(F)c(CC)c(F)c3)c3ccoc23)cc1F,0.96,15.72,57.66,8.32,-5.52,-3.82,1.7,800.0,1.55,-5.54,-3.61,1.93,636.0,1.95
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCCCCCC(CCCCCC)Cc%10cc(C9=C(C#N)CC=C(c8cc(CC(CCCCCCCC)CCCCCCCC)c(c7ccc(c6ccc(Cc5sc(c4cc(C#N)c(c3cc(CC(CCCCCCCC)CCCCCCCC)c(C2=CC(F)=C(c1sc(C)cc1F)SC2)s3)s4)cc5CC(CCCCCC)CCCCCCCC)s6)s7)s8)S9)sc%10C,0.81,20.83,68.8,11.6,-5.77,-4.1,1.67,910.0,1.36,-5.41,-3.52,1.89,656.0,1.89
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCCCCCC(CCCCCC)Cc%10cc(C9=C(C#N)CC=C(c8cc(CC(CCCCCCCC)CCCCCCCC)c(c7ccc(c6ccc(Cc5sc(c4cc(C#N)c(c3cc(CC(CCCCCCCC)CCCCCCCC)c(C2=CC(F)=C(c1sc(C)cc1F)SC2)s3)s4)cc5CC(CCCCCC)CCCCCCCC)s6)s7)s8)S9)sc%10C,0.79,27.13,77.1,16.6,-5.77,-4.1,1.67,910.0,1.36,-5.44,-3.56,1.88,659.0,1.88
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCCCCCC(CCCCCC)Cc%10cc(C9=C(C#N)CC=C(c8cc(CC(CCCCCCCC)CCCCCCCC)c(c7ccc(c6ccc(Cc5sc(c4cc(C#N)c(c3cc(CC(CCCCCCCC)CCCCCCCC)c(C2=CC(F)=C(c1sc(C)cc1F)SC2)s3)s4)cc5CC(CCCCCC)CCCCCCCC)s6)s7)s8)S9)sc%10C,0.8,26.87,75.0,16.1,-5.77,-4.1,1.67,910.0,1.36,-5.48,-3.6,1.88,659.0,1.88
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCCCCCC(CCCCCC)Cc%10cc(C9=C(C#N)CC=C(c8cc(CC(CCCCCCCC)CCCCCCCC)c(c7ccc(c6ccc(Cc5sc(c4cc(C#N)c(c3cc(CC(CCCCCCCC)CCCCCCCC)c(C2=CC(F)=C(c1sc(C)cc1F)SC2)s3)s4)cc5CC(CCCCCC)CCCCCCCC)s6)s7)s8)S9)sc%10C,0.82,24.78,72.0,14.6,-5.77,-4.1,1.67,910.0,1.36,-5.5,-3.6,1.9,659.0,1.88
CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5sc(c4nnc(c3cc(CC(CC)CCCC)c(C)s3)s4)cc5CC(CC)CCCC)sc67)s8,0.86,13.1,47.7,5.3,-5.64,-4.07,1.57,900.0,1.38,-5.49,-3.4,2.09,585.0,2.12
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2cc(Cl)c(Cl)cc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10cc(Cl)c(Cl)cc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,0.806,22.0,74.2,13.2,-5.75,-4.09,1.66,840.0,1.48,-5.48,-3.42,2.06,602.0,2.06
CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,0.86,26.2,78.4,17.7,-5.64,-4.07,1.57,900.0,1.38,-5.48,-3.42,2.06,602.0,2.06
c1(cc2c(cc1F)C(=O)C(=Cc1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)C=C1C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)C2=C(C#N)C#N)F,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,0.862,21.2,76.9,14.1,-5.7,-3.99,1.71,800.0,1.55,-5.48,-3.42,2.06,602.0,2.06
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,0.92,20.7,74.5,14.2,-5.64,-4.05,1.59,900.0,1.38,-5.48,-3.42,2.06,602.0,2.06
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,0.993,18.0,65.7,11.7,-5.69,-4.11,1.58,800.0,1.55,-5.48,-3.42,2.06,602.0,2.06
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,1.02,17.5,64.2,11.5,-5.58,-3.98,1.6,805.0,1.54,-5.48,-3.42,2.06,602.0,2.06
CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,1.09,15.7,64.3,11.0,-5.47,-3.76,1.71,742.0,1.67,-5.48,-3.42,2.06,602.0,2.06
CCCCCCCCc%15ccc(C7(c1ccc(CCCCCC)cc1)c2cc%13c(cc2c6sc(c4c(F)cc(C=c3sc(=C(C#N)C#N)n(CC)c3=O)c5nn(CCCCCCCC)nc45)cc67)C(c8ccc(CCCCCC)cc8)(c9ccc(CCCCCCCC)cc9)c%14cc(c%11c(F)cc(CC%10S/C(=C(C#N)/C#N)N(CC)C%10=O)c%12nn(CCCCCCCC)nc%11%12)sc%13%14)cc%15,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,1.22,13.5,69.3,11.4,-5.55,-3.77,1.78,696.0,1.78,-5.48,-3.42,2.06,602.0,2.06
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2cc(Cl)c(Cl)cc2c3=O)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10cc(Cl)c(Cl)cc%10c%11=O)sc%12c%13%14)cc%15,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,1.24,12.6,65.1,10.2,-5.72,-3.83,1.89,689.0,1.8,-5.48,-3.42,2.06,602.0,2.06
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3ccc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,CCCCC(CC)Cc8ccc(c6c1cc(C)sc1c(c2ccc(CC(CC)CCCC)s2)c7cc(c5cc(CC(CC)CCCC)c(c4nnc(c3sc(C)cc3CC(CC)CCCC)s4)s5)sc67)s8,1.28,10.5,64.4,8.66,-5.34,-3.28,2.06,681.0,1.82,-5.48,-3.42,2.06,602.0,2.06
c1(cc2c(cc1F)C(=O)C(=Cc1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)C=C1C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)C2=C(C#N)C#N)F,CCc1ccc(-c2c3nc(-c4ccc(-c5cc6c(-c7cc(Cl)c(CC)s7)c7sc(-c8ccc(-c9nc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(Cl)c(CC)s%15)c%15sc(-c%16ccc(-c%17nc%18c(-c%19ccc(CC)s%19)c%19sc(-c%20ccc(-c%21cc%22c(-c%23cc(Cl)c(CC)s%23)c%23sccc%23c(-c%23cc(Cl)c(CC)s%23)c%22s%21)s%20)nc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)cc%15c(-c%15cc(Cl)c(CC)s%15)c%14s%13)s%12)nc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7cc(Cl)c(CC)s7)c6s5)s4)sc3c(-c3ccc(CC)s3)c3nc(-c4cccs4)sc23)s1,0.94,21.8,72.5,14.8,-5.7,-4.15,1.55,800.0,1.55,-5.64,-3.64,2.0,625.0,1.98
c1(cc2c(cc1F)C(=O)C(=Cc1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)C=C1C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)C2=C(C#N)C#N)F,CCc1ccc(-c2c3nc(-c4ccc(-c5cc6c(-c7cc(F)c(CC)s7)c7sc(-c8ccc(-c9nc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17nc%18c(s%17)[C@]%17(c%19ccc(CC)s%19)c%19nc(-c%20cccs%20)sc%19[C@]%18%17c%17ccc(CC)s%17)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)nc%11c(-c%11ccc(CC)s%11)c%10s9)s8)cc7c(-c7cc(F)c(CC)s7)c6s5)s4)sc3c(-c3ccc(CC)s3)c3nc(-c4ccc(-c5cc6c(-c7cc(F)c(CC)s7)c7sccc7c(-c7cc(F)c(CC)s7)c6s5)s4)sc23)s1,0.92,22.4,71.1,14.7,-5.7,-4.15,1.55,800.0,1.55,-5.57,-3.57,2.0,625.0,1.98
